[encoder] [heavy liif] Init from ... save/carn-liif-pcsr-x4-phase0/iter_last.pth
model: #params=144.1K
iter 1000/500000, train: loss=0.0338, lr: 2.0000e-04, 13.4s 13.4s/1.9h
iter 26000/500000, train: loss=0.0267, lr: 1.9867e-04, 12.4s 5.4m/1.7h
iter 27000/500000, train: loss=0.0265, lr: 1.9857e-04, 12.4s 5.6m/1.7h
iter 28000/500000, train: loss=0.0269, lr: 1.9846e-04, 12.4s 5.8m/1.7h
iter 29000/500000, train: loss=0.0266, lr: 1.9835e-04, 12.2s 6.0m/1.7h
iter 30000/500000, train: loss=0.0265, lr: 1.9823e-04, 12.5s 6.2m/1.7h
iter 31000/500000, train: loss=0.0266, lr: 1.9811e-04, 12.2s 6.4m/1.7h
iter 32000/500000, train: loss=0.0265, lr: 1.9799e-04, 12.3s 6.6m/1.7h
iter 33000/500000, train: loss=0.0264, lr: 1.9786e-04, 12.2s 6.8m/1.7h
iter 34000/500000, train: loss=0.0266, lr: 1.9773e-04, 12.4s 7.0m/1.7h
iter 35000/500000, train: loss=0.0266, lr: 1.9759e-04, 12.4s 7.2m/1.7h
iter 36000/500000, train: loss=0.0267, lr: 1.9745e-04, 12.2s 7.4m/1.7h
iter 37000/500000, train: loss=0.0266, lr: 1.9731e-04, 12.3s 7.6m/1.7h
iter 38000/500000, train: loss=0.0267, lr: 1.9716e-04, 12.4s 7.9m/1.7h
iter 39000/500000, train: loss=0.0263, lr: 1.9701e-04, 12.4s 8.1m/1.7h
iter 40000/500000, train: loss=0.0263, lr: 1.9686e-04, 12.4s 8.3m/1.7h
iter 41000/500000, train: loss=0.0268, lr: 1.9670e-04, 12.5s 8.5m/1.7h
iter 42000/500000, train: loss=0.0268, lr: 1.9654e-04, 12.1s 8.7m/1.7h
iter 43000/500000, train: loss=0.0264, lr: 1.9637e-04, 12.2s 8.9m/1.7h
iter 44000/500000, train: loss=0.0269, lr: 1.9620e-04, 12.3s 9.1m/1.7h
iter 45000/500000, train: loss=0.0268, lr: 1.9603e-04, 12.6s 9.3m/1.7h
iter 46000/500000, train: loss=0.0269, lr: 1.9585e-04, 12.2s 9.5m/1.7h
iter 47000/500000, train: loss=0.0266, lr: 1.9567e-04, 12.3s 9.7m/1.7h
iter 48000/500000, train: loss=0.0266, lr: 1.9549e-04, 12.2s 9.9m/1.7h
iter 49000/500000, train: loss=0.0269, lr: 1.9530e-04, 12.1s 10.1m/1.7h
iter 50000/500000, train: loss=0.0263, lr: 1.9511e-04, 12.2s 10.3m/1.7h
DIV2K_valid_sub (x4) | psnr(rgb): 31.31 dB | flops (per patch): 0.34G
iter 51000/500000, train: loss=0.0264, lr: 1.9491e-04, 3.0m 13.3m/2.2h
iter 52000/500000, train: loss=0.0262, lr: 1.9471e-04, 12.5s 13.5m/2.2h
iter 53000/500000, train: loss=0.0267, lr: 1.9451e-04, 12.2s 13.7m/2.2h
iter 54000/500000, train: loss=0.0264, lr: 1.9430e-04, 12.2s 13.9m/2.2h
iter 55000/500000, train: loss=0.0270, lr: 1.9409e-04, 12.2s 14.1m/2.1h
iter 56000/500000, train: loss=0.0263, lr: 1.9388e-04, 12.3s 14.4m/2.1h
iter 57000/500000, train: loss=0.0269, lr: 1.9366e-04, 12.3s 14.6m/2.1h
iter 58000/500000, train: loss=0.0268, lr: 1.9344e-04, 12.2s 14.8m/2.1h
iter 59000/500000, train: loss=0.0264, lr: 1.9321e-04, 12.5s 15.0m/2.1h
iter 60000/500000, train: loss=0.0266, lr: 1.9298e-04, 12.3s 15.2m/2.1h
iter 61000/500000, train: loss=0.0266, lr: 1.9275e-04, 12.5s 15.4m/2.1h
iter 62000/500000, train: loss=0.0266, lr: 1.9251e-04, 12.4s 15.6m/2.1h
iter 63000/500000, train: loss=0.0266, lr: 1.9227e-04, 12.3s 15.8m/2.1h
iter 64000/500000, train: loss=0.0266, lr: 1.9203e-04, 12.3s 16.0m/2.1h
iter 65000/500000, train: loss=0.0264, lr: 1.9178e-04, 12.3s 16.2m/2.1h
iter 66000/500000, train: loss=0.0264, lr: 1.9153e-04, 12.4s 16.4m/2.1h
iter 67000/500000, train: loss=0.0265, lr: 1.9127e-04, 12.3s 16.6m/2.1h
iter 68000/500000, train: loss=0.0264, lr: 1.9102e-04, 12.3s 16.8m/2.1h
iter 69000/500000, train: loss=0.0266, lr: 1.9075e-04, 12.3s 17.0m/2.1h
iter 70000/500000, train: loss=0.0267, lr: 1.9049e-04, 12.6s 17.2m/2.1h
iter 71000/500000, train: loss=0.0266, lr: 1.9022e-04, 12.2s 17.4m/2.0h
iter 72000/500000, train: loss=0.0266, lr: 1.8995e-04, 12.4s 17.6m/2.0h
iter 73000/500000, train: loss=0.0265, lr: 1.8967e-04, 12.4s 17.8m/2.0h
iter 74000/500000, train: loss=0.0263, lr: 1.8939e-04, 12.2s 18.1m/2.0h
iter 75000/500000, train: loss=0.0265, lr: 1.8911e-04, 12.3s 18.3m/2.0h
iter 76000/500000, train: loss=0.0262, lr: 1.8882e-04, 12.4s 18.5m/2.0h
iter 77000/500000, train: loss=0.0266, lr: 1.8853e-04, 12.3s 18.7m/2.0h
iter 78000/500000, train: loss=0.0266, lr: 1.8824e-04, 12.4s 18.9m/2.0h
iter 79000/500000, train: loss=0.0264, lr: 1.8794e-04, 12.5s 19.1m/2.0h
iter 80000/500000, train: loss=0.0268, lr: 1.8764e-04, 12.3s 19.3m/2.0h
iter 81000/500000, train: loss=0.0265, lr: 1.8733e-04, 12.6s 19.5m/2.0h
iter 82000/500000, train: loss=0.0268, lr: 1.8702e-04, 12.8s 19.7m/2.0h
iter 83000/500000, train: loss=0.0265, lr: 1.8671e-04, 12.2s 19.9m/2.0h
iter 84000/500000, train: loss=0.0265, lr: 1.8640e-04, 12.4s 20.1m/2.0h
iter 85000/500000, train: loss=0.0264, lr: 1.8608e-04, 12.7s 20.3m/2.0h
iter 86000/500000, train: loss=0.0265, lr: 1.8576e-04, 12.6s 20.5m/2.0h
iter 87000/500000, train: loss=0.0263, lr: 1.8544e-04, 12.4s 20.8m/2.0h
iter 88000/500000, train: loss=0.0266, lr: 1.8511e-04, 12.8s 21.0m/2.0h
iter 89000/500000, train: loss=0.0265, lr: 1.8478e-04, 12.5s 21.2m/2.0h
iter 90000/500000, train: loss=0.0265, lr: 1.8444e-04, 12.5s 21.4m/2.0h
iter 91000/500000, train: loss=0.0266, lr: 1.8410e-04, 12.8s 21.6m/2.0h
iter 92000/500000, train: loss=0.0270, lr: 1.8376e-04, 12.3s 21.8m/2.0h
iter 93000/500000, train: loss=0.0263, lr: 1.8342e-04, 12.9s 22.0m/2.0h
iter 94000/500000, train: loss=0.0268, lr: 1.8307e-04, 12.3s 22.2m/2.0h
iter 95000/500000, train: loss=0.0267, lr: 1.8272e-04, 12.1s 22.4m/2.0h
iter 96000/500000, train: loss=0.0265, lr: 1.8236e-04, 12.9s 22.6m/2.0h
iter 97000/500000, train: loss=0.0265, lr: 1.8200e-04, 12.3s 22.8m/2.0h
iter 98000/500000, train: loss=0.0266, lr: 1.8164e-04, 12.3s 23.1m/2.0h
iter 99000/500000, train: loss=0.0266, lr: 1.8128e-04, 12.8s 23.3m/2.0h
iter 100000/500000, train: loss=0.0265, lr: 1.8091e-04, 13.1s 23.5m/2.0h
DIV2K_valid_sub (x4) | psnr(rgb): 31.36 dB | flops (per patch): 0.34G
iter 101000/500000, train: loss=0.0264, lr: 1.8054e-04, 3.1m 26.6m/2.2h
iter 102000/500000, train: loss=0.0267, lr: 1.8017e-04, 12.7s 26.8m/2.2h
iter 103000/500000, train: loss=0.0263, lr: 1.7979e-04, 12.4s 27.0m/2.2h
iter 104000/500000, train: loss=0.0265, lr: 1.7941e-04, 12.4s 27.2m/2.2h
iter 105000/500000, train: loss=0.0264, lr: 1.7903e-04, 12.7s 27.4m/2.2h
iter 106000/500000, train: loss=0.0264, lr: 1.7864e-04, 12.4s 27.6m/2.2h
iter 107000/500000, train: loss=0.0265, lr: 1.7825e-04, 12.2s 27.8m/2.2h
iter 108000/500000, train: loss=0.0263, lr: 1.7786e-04, 12.8s 28.0m/2.2h
iter 109000/500000, train: loss=0.0264, lr: 1.7746e-04, 12.4s 28.2m/2.2h
iter 110000/500000, train: loss=0.0262, lr: 1.7706e-04, 12.2s 28.4m/2.2h
iter 111000/500000, train: loss=0.0262, lr: 1.7666e-04, 12.9s 28.7m/2.2h
iter 112000/500000, train: loss=0.0265, lr: 1.7626e-04, 12.2s 28.9m/2.1h
iter 113000/500000, train: loss=0.0266, lr: 1.7585e-04, 12.2s 29.1m/2.1h
iter 114000/500000, train: loss=0.0263, lr: 1.7544e-04, 12.9s 29.3m/2.1h
iter 115000/500000, train: loss=0.0264, lr: 1.7502e-04, 12.4s 29.5m/2.1h
iter 116000/500000, train: loss=0.0264, lr: 1.7461e-04, 12.9s 29.7m/2.1h
iter 117000/500000, train: loss=0.0266, lr: 1.7419e-04, 12.3s 29.9m/2.1h
iter 118000/500000, train: loss=0.0261, lr: 1.7376e-04, 12.3s 30.1m/2.1h
iter 119000/500000, train: loss=0.0264, lr: 1.7334e-04, 12.8s 30.3m/2.1h
iter 120000/500000, train: loss=0.0267, lr: 1.7291e-04, 12.2s 30.5m/2.1h
iter 121000/500000, train: loss=0.0266, lr: 1.7248e-04, 12.3s 30.7m/2.1h
iter 122000/500000, train: loss=0.0264, lr: 1.7204e-04, 12.7s 30.9m/2.1h
iter 123000/500000, train: loss=0.0266, lr: 1.7161e-04, 12.3s 31.1m/2.1h
iter 124000/500000, train: loss=0.0265, lr: 1.7117e-04, 12.5s 31.4m/2.1h
iter 125000/500000, train: loss=0.0264, lr: 1.7073e-04, 12.8s 31.6m/2.1h
iter 126000/500000, train: loss=0.0264, lr: 1.7028e-04, 12.5s 31.8m/2.1h
iter 127000/500000, train: loss=0.0264, lr: 1.6983e-04, 12.9s 32.0m/2.1h
iter 128000/500000, train: loss=0.0265, lr: 1.6938e-04, 12.3s 32.2m/2.1h
iter 129000/500000, train: loss=0.0267, lr: 1.6893e-04, 12.2s 32.4m/2.1h
iter 130000/500000, train: loss=0.0263, lr: 1.6847e-04, 12.7s 32.6m/2.1h
iter 131000/500000, train: loss=0.0266, lr: 1.6801e-04, 12.3s 32.8m/2.1h
iter 132000/500000, train: loss=0.0265, lr: 1.6755e-04, 12.4s 33.0m/2.1h
iter 133000/500000, train: loss=0.0264, lr: 1.6709e-04, 13.0s 33.2m/2.1h
iter 134000/500000, train: loss=0.0265, lr: 1.6662e-04, 12.3s 33.4m/2.1h
iter 135000/500000, train: loss=0.0266, lr: 1.6615e-04, 12.7s 33.7m/2.1h
iter 136000/500000, train: loss=0.0267, lr: 1.6568e-04, 12.8s 33.9m/2.1h
iter 137000/500000, train: loss=0.0267, lr: 1.6520e-04, 12.5s 34.1m/2.1h
iter 138000/500000, train: loss=0.0265, lr: 1.6472e-04, 12.2s 34.3m/2.1h
iter 139000/500000, train: loss=0.0265, lr: 1.6424e-04, 12.8s 34.5m/2.1h
iter 140000/500000, train: loss=0.0264, lr: 1.6376e-04, 12.3s 34.7m/2.1h
iter 141000/500000, train: loss=0.0263, lr: 1.6328e-04, 12.7s 34.9m/2.1h
iter 142000/500000, train: loss=0.0265, lr: 1.6279e-04, 12.4s 35.1m/2.1h
iter 143000/500000, train: loss=0.0263, lr: 1.6230e-04, 12.5s 35.3m/2.1h
iter 144000/500000, train: loss=0.0270, lr: 1.6181e-04, 12.7s 35.5m/2.1h
iter 145000/500000, train: loss=0.0267, lr: 1.6131e-04, 12.1s 35.7m/2.1h
iter 146000/500000, train: loss=0.0268, lr: 1.6081e-04, 12.4s 35.9m/2.1h
iter 147000/500000, train: loss=0.0263, lr: 1.6031e-04, 13.0s 36.2m/2.1h
iter 148000/500000, train: loss=0.0268, lr: 1.5981e-04, 12.6s 36.4m/2.0h
iter 149000/500000, train: loss=0.0266, lr: 1.5931e-04, 12.5s 36.6m/2.0h
iter 150000/500000, train: loss=0.0267, lr: 1.5880e-04, 12.8s 36.8m/2.0h
DIV2K_valid_sub (x4) | psnr(rgb): 31.37 dB | flops (per patch): 0.34G
iter 151000/500000, train: loss=0.0262, lr: 1.5829e-04, 3.1m 39.9m/2.2h
iter 152000/500000, train: loss=0.0269, lr: 1.5778e-04, 12.8s 40.1m/2.2h
iter 153000/500000, train: loss=0.0263, lr: 1.5726e-04, 12.4s 40.3m/2.2h
iter 154000/500000, train: loss=0.0267, lr: 1.5675e-04, 12.0s 40.5m/2.2h
iter 155000/500000, train: loss=0.0266, lr: 1.5623e-04, 12.8s 40.7m/2.2h
iter 156000/500000, train: loss=0.0266, lr: 1.5571e-04, 12.5s 40.9m/2.2h
iter 157000/500000, train: loss=0.0267, lr: 1.5519e-04, 12.7s 41.1m/2.2h
iter 158000/500000, train: loss=0.0265, lr: 1.5466e-04, 13.0s 41.4m/2.2h
iter 159000/500000, train: loss=0.0265, lr: 1.5414e-04, 12.5s 41.6m/2.2h
iter 160000/500000, train: loss=0.0268, lr: 1.5361e-04, 12.6s 41.8m/2.2h
iter 161000/500000, train: loss=0.0265, lr: 1.5307e-04, 12.9s 42.0m/2.2h
iter 162000/500000, train: loss=0.0264, lr: 1.5254e-04, 12.3s 42.2m/2.2h
iter 163000/500000, train: loss=0.0263, lr: 1.5201e-04, 12.6s 42.4m/2.2h
iter 164000/500000, train: loss=0.0267, lr: 1.5147e-04, 12.9s 42.6m/2.2h
iter 165000/500000, train: loss=0.0263, lr: 1.5093e-04, 12.5s 42.8m/2.2h
iter 166000/500000, train: loss=0.0265, lr: 1.5039e-04, 12.9s 43.1m/2.2h
iter 167000/500000, train: loss=0.0265, lr: 1.4984e-04, 12.4s 43.3m/2.2h
iter 168000/500000, train: loss=0.0264, lr: 1.4930e-04, 12.5s 43.5m/2.2h
iter 169000/500000, train: loss=0.0266, lr: 1.4875e-04, 12.2s 43.7m/2.2h
iter 170000/500000, train: loss=0.0262, lr: 1.4820e-04, 12.5s 43.9m/2.2h
iter 171000/500000, train: loss=0.0261, lr: 1.4765e-04, 12.5s 44.1m/2.1h
iter 172000/500000, train: loss=0.0266, lr: 1.4710e-04, 12.6s 44.3m/2.1h
iter 173000/500000, train: loss=0.0263, lr: 1.4654e-04, 12.3s 44.5m/2.1h
iter 174000/500000, train: loss=0.0262, lr: 1.4599e-04, 12.3s 44.7m/2.1h
iter 175000/500000, train: loss=0.0263, lr: 1.4543e-04, 12.4s 44.9m/2.1h
iter 176000/500000, train: loss=0.0266, lr: 1.4487e-04, 12.3s 45.1m/2.1h
iter 177000/500000, train: loss=0.0265, lr: 1.4430e-04, 12.5s 45.3m/2.1h
iter 178000/500000, train: loss=0.0263, lr: 1.4374e-04, 12.4s 45.5m/2.1h
iter 179000/500000, train: loss=0.0264, lr: 1.4317e-04, 12.4s 45.7m/2.1h
iter 180000/500000, train: loss=0.0266, lr: 1.4261e-04, 12.5s 45.9m/2.1h
iter 181000/500000, train: loss=0.0261, lr: 1.4204e-04, 12.6s 46.2m/2.1h
iter 182000/500000, train: loss=0.0266, lr: 1.4147e-04, 12.4s 46.4m/2.1h
iter 183000/500000, train: loss=0.0264, lr: 1.4089e-04, 12.5s 46.6m/2.1h
iter 184000/500000, train: loss=0.0267, lr: 1.4032e-04, 12.5s 46.8m/2.1h
iter 185000/500000, train: loss=0.0266, lr: 1.3974e-04, 12.4s 47.0m/2.1h
iter 186000/500000, train: loss=0.0263, lr: 1.3917e-04, 12.3s 47.2m/2.1h
iter 187000/500000, train: loss=0.0265, lr: 1.3859e-04, 12.4s 47.4m/2.1h
iter 188000/500000, train: loss=0.0268, lr: 1.3801e-04, 12.4s 47.6m/2.1h
iter 189000/500000, train: loss=0.0263, lr: 1.3743e-04, 12.3s 47.8m/2.1h
iter 190000/500000, train: loss=0.0265, lr: 1.3684e-04, 12.3s 48.0m/2.1h
iter 191000/500000, train: loss=0.0266, lr: 1.3626e-04, 12.3s 48.2m/2.1h
iter 192000/500000, train: loss=0.0266, lr: 1.3567e-04, 12.5s 48.4m/2.1h
iter 193000/500000, train: loss=0.0264, lr: 1.3509e-04, 12.4s 48.6m/2.1h
iter 194000/500000, train: loss=0.0265, lr: 1.3450e-04, 12.6s 48.8m/2.1h
iter 195000/500000, train: loss=0.0265, lr: 1.3391e-04, 12.4s 49.1m/2.1h
iter 196000/500000, train: loss=0.0261, lr: 1.3332e-04, 12.4s 49.3m/2.1h
iter 197000/500000, train: loss=0.0265, lr: 1.3272e-04, 12.6s 49.5m/2.1h
iter 198000/500000, train: loss=0.0263, lr: 1.3213e-04, 12.4s 49.7m/2.1h
iter 199000/500000, train: loss=0.0265, lr: 1.3153e-04, 12.5s 49.9m/2.1h
iter 200000/500000, train: loss=0.0261, lr: 1.3094e-04, 13.6s 50.1m/2.1h
DIV2K_valid_sub (x4) | psnr(rgb): 31.37 dB | flops (per patch): 0.34G
iter 201000/500000, train: loss=0.0262, lr: 1.3034e-04, 3.1m 53.2m/2.2h
iter 202000/500000, train: loss=0.0264, lr: 1.2974e-04, 12.2s 53.4m/2.2h
iter 203000/500000, train: loss=0.0264, lr: 1.2914e-04, 12.9s 53.6m/2.2h
iter 204000/500000, train: loss=0.0263, lr: 1.2854e-04, 12.1s 53.8m/2.2h
iter 205000/500000, train: loss=0.0264, lr: 1.2794e-04, 12.7s 54.0m/2.2h
iter 206000/500000, train: loss=0.0266, lr: 1.2733e-04, 12.8s 54.2m/2.2h
iter 207000/500000, train: loss=0.0267, lr: 1.2673e-04, 12.3s 54.4m/2.2h
iter 208000/500000, train: loss=0.0264, lr: 1.2612e-04, 12.7s 54.7m/2.2h
iter 209000/500000, train: loss=0.0264, lr: 1.2551e-04, 12.2s 54.9m/2.2h
iter 210000/500000, train: loss=0.0270, lr: 1.2491e-04, 12.4s 55.1m/2.2h
iter 211000/500000, train: loss=0.0264, lr: 1.2430e-04, 12.9s 55.3m/2.2h
iter 212000/500000, train: loss=0.0263, lr: 1.2369e-04, 12.4s 55.5m/2.2h
iter 213000/500000, train: loss=0.0265, lr: 1.2308e-04, 12.4s 55.7m/2.2h
iter 214000/500000, train: loss=0.0261, lr: 1.2247e-04, 12.9s 55.9m/2.2h
iter 215000/500000, train: loss=0.0262, lr: 1.2185e-04, 12.4s 56.1m/2.2h
iter 216000/500000, train: loss=0.0264, lr: 1.2124e-04, 12.3s 56.3m/2.2h
iter 217000/500000, train: loss=0.0266, lr: 1.2063e-04, 12.9s 56.5m/2.2h
iter 218000/500000, train: loss=0.0265, lr: 1.2001e-04, 12.7s 56.7m/2.2h
iter 219000/500000, train: loss=0.0268, lr: 1.1940e-04, 13.1s 57.0m/2.2h
iter 220000/500000, train: loss=0.0264, lr: 1.1878e-04, 12.6s 57.2m/2.2h
iter 221000/500000, train: loss=0.0266, lr: 1.1816e-04, 12.4s 57.4m/2.2h
iter 222000/500000, train: loss=0.0264, lr: 1.1754e-04, 12.9s 57.6m/2.2h
iter 223000/500000, train: loss=0.0263, lr: 1.1692e-04, 12.4s 57.8m/2.2h
iter 224000/500000, train: loss=0.0267, lr: 1.1631e-04, 12.5s 58.0m/2.2h
iter 225000/500000, train: loss=0.0265, lr: 1.1569e-04, 13.0s 58.2m/2.2h
iter 226000/500000, train: loss=0.0264, lr: 1.1507e-04, 12.5s 58.4m/2.2h
iter 227000/500000, train: loss=0.0262, lr: 1.1444e-04, 12.3s 58.6m/2.2h
iter 228000/500000, train: loss=0.0266, lr: 1.1382e-04, 12.9s 58.9m/2.2h
iter 229000/500000, train: loss=0.0265, lr: 1.1320e-04, 12.2s 59.1m/2.1h
iter 230000/500000, train: loss=0.0264, lr: 1.1258e-04, 12.5s 59.3m/2.1h
iter 231000/500000, train: loss=0.0263, lr: 1.1195e-04, 12.6s 59.5m/2.1h
iter 232000/500000, train: loss=0.0265, lr: 1.1133e-04, 12.4s 59.7m/2.1h
iter 233000/500000, train: loss=0.0265, lr: 1.1071e-04, 12.5s 59.9m/2.1h
iter 234000/500000, train: loss=0.0265, lr: 1.1008e-04, 12.7s 1.0h/2.1h
iter 235000/500000, train: loss=0.0264, lr: 1.0946e-04, 12.3s 1.0h/2.1h
iter 236000/500000, train: loss=0.0265, lr: 1.0883e-04, 12.5s 1.0h/2.1h
iter 237000/500000, train: loss=0.0267, lr: 1.0820e-04, 12.5s 1.0h/2.1h
iter 238000/500000, train: loss=0.0265, lr: 1.0758e-04, 12.4s 1.0h/2.1h
iter 239000/500000, train: loss=0.0261, lr: 1.0695e-04, 12.3s 1.0h/2.1h
iter 240000/500000, train: loss=0.0263, lr: 1.0633e-04, 12.4s 1.0h/2.1h
iter 241000/500000, train: loss=0.0265, lr: 1.0570e-04, 12.3s 1.0h/2.1h
iter 242000/500000, train: loss=0.0265, lr: 1.0507e-04, 12.4s 1.0h/2.1h
iter 243000/500000, train: loss=0.0266, lr: 1.0444e-04, 12.5s 1.0h/2.1h
iter 244000/500000, train: loss=0.0269, lr: 1.0382e-04, 12.1s 1.0h/2.1h
iter 245000/500000, train: loss=0.0260, lr: 1.0319e-04, 12.2s 1.0h/2.1h
iter 246000/500000, train: loss=0.0265, lr: 1.0256e-04, 12.3s 1.0h/2.1h
iter 247000/500000, train: loss=0.0264, lr: 1.0193e-04, 12.5s 1.0h/2.1h
iter 248000/500000, train: loss=0.0265, lr: 1.0131e-04, 12.5s 1.0h/2.1h
iter 249000/500000, train: loss=0.0264, lr: 1.0068e-04, 12.4s 1.1h/2.1h
iter 250000/500000, train: loss=0.0265, lr: 1.0005e-04, 12.6s 1.1h/2.1h
DIV2K_valid_sub (x4) | psnr(rgb): 31.38 dB | flops (per patch): 0.34G
iter 251000/500000, train: loss=0.0265, lr: 9.9422e-05, 3.0m 1.1h/2.2h
iter 252000/500000, train: loss=0.0261, lr: 9.8794e-05, 12.2s 1.1h/2.2h
iter 253000/500000, train: loss=0.0268, lr: 9.8166e-05, 12.6s 1.1h/2.2h
iter 254000/500000, train: loss=0.0265, lr: 9.7538e-05, 12.1s 1.1h/2.2h
iter 255000/500000, train: loss=0.0262, lr: 9.6910e-05, 12.2s 1.1h/2.2h
iter 256000/500000, train: loss=0.0268, lr: 9.6283e-05, 12.7s 1.1h/2.2h
iter 257000/500000, train: loss=0.0265, lr: 9.5655e-05, 12.5s 1.1h/2.2h
iter 258000/500000, train: loss=0.0265, lr: 9.5028e-05, 12.3s 1.1h/2.2h
iter 259000/500000, train: loss=0.0263, lr: 9.4401e-05, 12.6s 1.1h/2.2h
iter 260000/500000, train: loss=0.0267, lr: 9.3774e-05, 12.2s 1.1h/2.2h
iter 261000/500000, train: loss=0.0263, lr: 9.3147e-05, 12.4s 1.1h/2.2h
iter 262000/500000, train: loss=0.0264, lr: 9.2521e-05, 12.5s 1.1h/2.2h
iter 263000/500000, train: loss=0.0262, lr: 9.1895e-05, 12.3s 1.1h/2.2h
iter 264000/500000, train: loss=0.0266, lr: 9.1269e-05, 12.2s 1.2h/2.2h
iter 265000/500000, train: loss=0.0261, lr: 9.0644e-05, 12.4s 1.2h/2.2h
iter 266000/500000, train: loss=0.0265, lr: 9.0019e-05, 12.4s 1.2h/2.2h
iter 267000/500000, train: loss=0.0265, lr: 8.9394e-05, 12.3s 1.2h/2.2h
iter 268000/500000, train: loss=0.0265, lr: 8.8770e-05, 12.3s 1.2h/2.2h
iter 269000/500000, train: loss=0.0263, lr: 8.8146e-05, 12.4s 1.2h/2.2h
iter 270000/500000, train: loss=0.0266, lr: 8.7523e-05, 12.5s 1.2h/2.2h
iter 271000/500000, train: loss=0.0262, lr: 8.6900e-05, 12.5s 1.2h/2.2h
iter 272000/500000, train: loss=0.0264, lr: 8.6278e-05, 12.4s 1.2h/2.2h
iter 273000/500000, train: loss=0.0267, lr: 8.5656e-05, 12.3s 1.2h/2.2h
iter 274000/500000, train: loss=0.0266, lr: 8.5035e-05, 12.4s 1.2h/2.2h
iter 275000/500000, train: loss=0.0265, lr: 8.4414e-05, 12.3s 1.2h/2.2h
iter 276000/500000, train: loss=0.0265, lr: 8.3794e-05, 12.3s 1.2h/2.2h
iter 277000/500000, train: loss=0.0265, lr: 8.3175e-05, 12.7s 1.2h/2.2h
iter 278000/500000, train: loss=0.0266, lr: 8.2556e-05, 12.5s 1.2h/2.2h
iter 279000/500000, train: loss=0.0265, lr: 8.1938e-05, 12.5s 1.2h/2.2h
iter 280000/500000, train: loss=0.0263, lr: 8.1321e-05, 12.5s 1.2h/2.2h
iter 281000/500000, train: loss=0.0266, lr: 8.0705e-05, 12.3s 1.2h/2.2h
iter 282000/500000, train: loss=0.0265, lr: 8.0089e-05, 12.5s 1.2h/2.2h
iter 283000/500000, train: loss=0.0262, lr: 7.9474e-05, 12.5s 1.2h/2.2h
iter 284000/500000, train: loss=0.0262, lr: 7.8860e-05, 12.8s 1.2h/2.1h
iter 285000/500000, train: loss=0.0265, lr: 7.8247e-05, 12.5s 1.2h/2.1h
iter 286000/500000, train: loss=0.0264, lr: 7.7634e-05, 12.4s 1.2h/2.1h
iter 287000/500000, train: loss=0.0266, lr: 7.7023e-05, 12.2s 1.2h/2.1h
iter 288000/500000, train: loss=0.0265, lr: 7.6412e-05, 12.3s 1.2h/2.1h
iter 289000/500000, train: loss=0.0267, lr: 7.5802e-05, 12.4s 1.2h/2.1h
